file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerDetailsBill.java,CustomerDetailsBill,jButton3ActionPerformed/1[java.awt.event.ActionEvent],false,257,1,2,1,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerDetailsBill.java,CustomerDetailsBill,s/0,false,36,1,2,2,0,4,13,42,0,9,0,13,0,0,2,0,1,0,22,3,12,0,3,0,0,0,26,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerDetailsBill.java,CustomerDetailsBill,jButton1ActionPerformed/1[java.awt.event.ActionEvent],false,194,0,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerDetailsBill.java,CustomerDetailsBill,CustomerDetailsBill/0,true,28,1,5,3,2,1,4,7,0,2,0,4,2,1,0,0,0,0,1,0,2,0,0,0,0,0,14,1,0,true
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerDetailsBill.java,CustomerDetailsBill,main/1[java.lang.String[]],false,264,1,1,0,1,7,9,28,0,0,1,9,0,0,1,0,1,0,1,0,0,0,3,1,0,0,21,9,0,true
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerDetailsBill.java,CustomerDetailsBill,initComponents/0,false,91,1,3,1,2,1,23,81,0,0,0,23,0,0,0,0,0,0,31,71,10,0,0,5,0,0,74,2,0,true
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerDetailsBill.java,CustomerDetailsBill,jTable1MouseClicked/1[java.awt.event.MouseEvent],false,199,1,2,1,1,2,5,8,0,2,1,5,0,0,0,1,0,1,0,2,3,0,1,0,0,0,15,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerDetailsBill.java,CustomerDetailsBill,jButton2ActionPerformed/1[java.awt.event.ActionEvent],false,210,1,1,1,0,4,15,44,0,9,1,15,0,0,2,0,1,0,23,4,12,0,3,0,0,0,35,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Home.java,Home,jButton1ActionPerformed/1[java.awt.event.ActionEvent],false,125,1,2,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Home.java,Home,main/1[java.lang.String[]],false,144,1,1,0,1,7,9,28,0,0,1,9,0,0,1,0,1,0,1,0,0,0,3,1,0,0,19,9,0,true
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Home.java,Home,Home/0,true,18,1,4,3,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,true
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Home.java,Home,jButton6ActionPerformed/1[java.awt.event.ActionEvent],false,118,0,1,1,0,2,2,6,0,1,1,2,0,0,0,1,0,0,2,1,1,0,1,0,0,0,11,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Home.java,Home,jButton2ActionPerformed/1[java.awt.event.ActionEvent],false,129,1,2,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Home.java,Home,initComponents/0,false,29,1,2,1,1,1,14,77,0,0,0,14,0,0,0,0,0,0,18,52,7,0,0,6,0,0,53,2,0,true
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Home.java,Home,jButton5ActionPerformed/1[java.awt.event.ActionEvent],false,111,1,2,1,1,2,2,6,0,1,1,2,0,0,0,1,0,0,2,0,1,0,1,0,0,0,12,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Home.java,Home,jButton3ActionPerformed/1[java.awt.event.ActionEvent],false,133,1,2,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Home.java,Home,jButton4ActionPerformed/1[java.awt.event.ActionEvent],false,137,1,2,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/hotel/management/system/HotelManagementSystem.java,hotel.management.system.HotelManagementSystem,main/1[java.lang.String[]],false,16,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,true
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerDetailsBill.java,CustomerDetailsBill$Anonymous1,actionPerformed/1[java.awt.event.ActionEvent],false,118,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerDetailsBill.java,CustomerDetailsBill$Anonymous3,"isCellEditable/2[int,int]",false,159,0,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerDetailsBill.java,CustomerDetailsBill$Anonymous2,actionPerformed/1[java.awt.event.ActionEvent],false,138,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Admin.java,Admin,jButton3ActionPerformed/1[java.awt.event.ActionEvent],false,174,1,2,1,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Admin.java,Admin,main/1[java.lang.String[]],false,273,1,1,0,1,7,9,28,0,0,1,9,0,0,1,0,1,0,1,0,0,0,3,1,0,0,20,9,0,true
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Admin.java,Admin,jButton2ActionPerformed/1[java.awt.event.ActionEvent],false,170,1,2,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Admin.java,Admin,jButton1ActionPerformed/1[java.awt.event.ActionEvent],false,178,1,1,1,0,5,16,38,0,9,1,16,0,0,2,0,1,0,14,3,12,0,4,0,0,0,37,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Admin.java,Admin,jTable1MouseClicked/1[java.awt.event.MouseEvent],false,221,1,2,1,1,8,12,46,0,10,1,12,1,1,0,4,2,2,15,7,14,0,5,0,0,0,34,2,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Admin.java,Admin,s/0,false,32,1,3,3,0,4,12,31,0,9,0,12,0,0,2,0,1,0,11,2,12,0,3,0,0,0,30,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Admin.java,Admin,Admin/0,true,27,1,5,3,2,1,3,5,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,true
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Admin.java,Admin,initComponents/0,false,77,1,3,1,2,1,19,73,0,0,0,19,0,0,0,0,0,0,18,63,9,0,0,5,0,0,68,2,0,true
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Signup.java,Signup$Anonymous9,actionPerformed/1[java.awt.event.ActionEvent],false,133,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckIn.java,CustomerCheckIn$Anonymous10,focusLost/1[java.awt.event.FocusEvent],false,197,1,9,0,9,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckOut.java,CustomerCheckOut$Anonymous4,"isCellEditable/2[int,int]",false,177,0,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckOut.java,CustomerCheckOut$Anonymous3,actionPerformed/1[java.awt.event.ActionEvent],false,155,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckOut.java,CustomerCheckOut$Anonymous2,actionPerformed/1[java.awt.event.ActionEvent],false,144,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckOut.java,CustomerCheckOut$Anonymous1,actionPerformed/1[java.awt.event.ActionEvent],false,131,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Signup.java,Signup$Anonymous3,keyPressed/1[java.awt.event.KeyEvent],false,81,1,15,0,15,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckIn.java,CustomerCheckIn$Anonymous16,actionPerformed/1[java.awt.event.ActionEvent],false,243,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckOut.java,CustomerCheckOut$Anonymous8,run/0,false,479,1,12,0,12,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Signup.java,Signup$Anonymous4,actionPerformed/1[java.awt.event.ActionEvent],false,92,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckIn.java,CustomerCheckIn$Anonymous15,mouseClicked/1[java.awt.event.MouseEvent],false,238,1,9,0,9,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckOut.java,CustomerCheckOut$Anonymous7,actionPerformed/1[java.awt.event.ActionEvent],false,278,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Signup.java,Signup$Anonymous1,mouseClicked/1[java.awt.event.MouseEvent],false,65,1,9,0,9,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckIn.java,CustomerCheckIn$Anonymous18,itemStateChanged/1[java.awt.event.ItemEvent],false,271,1,3,0,3,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckOut.java,CustomerCheckOut$Anonymous6,actionPerformed/1[java.awt.event.ActionEvent],false,267,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Signup.java,Signup$Anonymous2,actionPerformed/1[java.awt.event.ActionEvent],false,76,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckIn.java,CustomerCheckIn$Anonymous17,actionPerformed/1[java.awt.event.ActionEvent],false,257,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckOut.java,CustomerCheckOut$Anonymous5,mouseClicked/1[java.awt.event.MouseEvent],false,182,1,9,0,9,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Signup.java,Signup$Anonymous7,keyPressed/1[java.awt.event.KeyEvent],false,116,1,15,0,15,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckIn.java,CustomerCheckIn$Anonymous12,focusLost/1[java.awt.event.FocusEvent],false,215,1,9,0,9,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Start1.java,Start1$Anonymous2,run/0,false,80,1,12,0,12,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Signup.java,Signup$Anonymous8,keyPressed/1[java.awt.event.KeyEvent],false,125,1,15,0,15,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckIn.java,CustomerCheckIn$Anonymous11,keyPressed/1[java.awt.event.KeyEvent],false,202,1,15,0,15,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Start1.java,Start1$Anonymous1,run/0,false,9,1,12,0,12,7,6,18,0,1,0,6,0,0,1,0,1,0,7,3,1,0,3,0,0,0,8,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Signup.java,Signup$Anonymous5,keyPressed/1[java.awt.event.KeyEvent],false,100,1,15,0,15,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Signup.java,Signup$Anonymous5,keyReleased/1[java.awt.event.KeyEvent],false,103,1,4,0,4,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckIn.java,CustomerCheckIn$Anonymous14,focusLost/1[java.awt.event.FocusEvent],false,233,1,9,0,9,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/Signup.java,Signup$Anonymous6,actionPerformed/1[java.awt.event.ActionEvent],false,111,1,43,0,43,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/CustomerCheckIn.java,CustomerCheckIn$Anonymous13,keyPressed/1[java.awt.event.KeyEvent],false,220,1,15,0,15,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
